lg,item,syn,sentence,condition,headn,attn,verbn
russian,34,0,Ткани на пиджаки в каталоге весенней коллекции была подобрана,PL-PL-SG,PL,PL,SG
russian,34,0,Ткани на пиджаки в каталоге весенней коллекции были подобраны,PL-PL-PL,PL,PL,PL
russian,35,0,Трасса через поле по меркам местных жителей была новой,SG-SG-SG,SG,SG,SG
russian,35,0,Трасса через поле по меркам местных жителей были новыми,SG-SG-PL,SG,SG,PL
russian,35,0,Трасса через поля по меркам местных жителей была новой,SG-PL-SG,SG,PL,SG
russian,35,0,Трасса через поля по меркам местных жителей были новыми,SG-PL-PL,SG,PL,PL
russian,35,0,Трассы через поле по меркам местных жителей была новой,PL-SG-SG,PL,SG,SG
russian,35,0,Трассы через поле по меркам местных жителей были новыми,PL-SG-PL,PL,SG,PL
russian,35,0,Трассы через поля по меркам местных жителей была новой,PL-PL-SG,PL,PL,SG
russian,35,0,Трассы через поля по меркам местных жителей были новыми,PL-PL-PL,PL,PL,PL
russian,36,0,Тропинка через луг во время деревенской ярмарки была протоптана,SG-SG-SG,SG,SG,SG
russian,36,0,Тропинка через луг во время деревенской ярмарки были протоптаны,SG-SG-PL,SG,SG,PL
russian,36,0,Тропинка через луга во время деревенской ярмарки была протоптана,SG-PL-SG,SG,PL,SG
russian,36,0,Тропинка через луга во время деревенской ярмарки были протоптаны,SG-PL-PL,SG,PL,PL
russian,36,0,Тропинки через луг во время деревенской ярмарки была протоптана,PL-SG-SG,PL,SG,SG
russian,36,0,Тропинки через луг во время деревенской ярмарки были протоптаны,PL-SG-PL,PL,SG,PL
russian,36,0,Тропинки через луга во время деревенской ярмарки была протоптана,PL-PL-SG,PL,PL,SG
russian,36,0,Тропинки через луга во время деревенской ярмарки были протоптаны,PL-PL-PL,PL,PL,PL
russian,37,0,Тур на озеро для участников последней поездки был незабываемым,SG-SG-SG,SG,SG,SG
russian,37,0,Тур на озеро для участников последней поездки были незабываемыми,SG-SG-PL,SG,SG,PL
russian,37,0,Тур на озёра для участников последней поездки был незабываемым,SG-PL-SG,SG,PL,SG
russian,37,0,Тур на озёра для участников последней поездки были незабываемыми,SG-PL-PL,SG,PL,PL
russian,37,0,Туры на озеро для участников последней поездки был незабываемым,PL-SG-SG,PL,SG,SG
russian,37,0,Туры на озеро для участников последней поездки были незабываемыми,PL-SG-PL,PL,SG,PL
russian,37,0,Туры на озёра для участников последней поездки был незабываемым,PL-PL-SG,PL,PL,SG
russian,37,0,Туры на озёра для участников последней поездки были незабываемыми,PL-PL-PL,PL,PL,PL
russian,38,0,Удар в колено для юных неопытных борцов был болезненным,SG-SG-SG,SG,SG,SG
russian,38,0,Удар в колено для юных неопытных борцов были болезненными,SG-SG-PL,SG,SG,PL
russian,38,0,Удар в колени для юных неопытных борцов был болезненным,SG-PL-SG,SG,PL,SG
russian,38,0,Удар в колени для юных неопытных борцов были болезненными,SG-PL-PL,SG,PL,PL
russian,38,0,Удары в колено для юных неопытных борцов был болезненным,PL-SG-SG,PL,SG,SG
russian,38,0,Удары в колено для юных неопытных борцов были болезненными,PL-SG-PL,PL,SG,PL
russian,38,0,Удары в колени для юных неопытных борцов был болезненным,PL-PL-SG,PL,PL,SG
russian,38,0,Удары в колени для юных неопытных борцов были болезненными,PL-PL-PL,PL,PL,PL
russian,39,0,Цена на продукт из-за плохого качества сырья была низкой,SG-SG-SG,SG,SG,SG
russian,39,0,Цена на продукт из-за плохого качества сырья были низкими,SG-SG-PL,SG,SG,PL
russian,39,0,Цена на продукты из-за плохого качества сырья была низкой,SG-PL-SG,SG,PL,SG
russian,39,0,Цена на продукты из-за плохого качества сырья были низкими,SG-PL-PL,SG,PL,PL
russian,39,0,Цены на продукт из-за плохого качества сырья была низкой,PL-SG-SG,PL,SG,SG
russian,39,0,Цены на продукт из-за плохого качества сырья были низкими,PL-SG-PL,PL,SG,PL
russian,39,0,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG
russian,39,0,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL
russian,40,0,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG
russian,40,0,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL
russian,40,0,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG
russian,40,0,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL
russian,40,0,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG
russian,40,0,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов была содержательной,SG-PL-SG,SG,PL,SG
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов были содержательными,SG-PL-PL,SG,PL,PL
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов была содержательной,PL-PL-SG,PL,PL,SG
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов были содержательными,PL-PL-PL,PL,PL,PL
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL
russian,44,1,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG
russian,44,1,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL
russian,44,1,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG
russian,44,1,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL
russian,44,1,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG
russian,44,1,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL
russian,44,1,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG
russian,44,1,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL
russian,45,1,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG
russian,45,1,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL
russian,45,1,Выписка из программ во время затянувшегося заседания была сделана,SG-PL-SG,SG,PL,SG
russian,45,1,Выписка из программ во время затянувшегося заседания были сделаны,SG-PL-PL,SG,PL,PL
russian,45,1,Выписки из программы во время затянувшегося заседания была сделана,PL-SG-SG,PL,SG,SG
russian,45,1,Выписки из программы во время затянувшегося заседания были сделаны,PL-SG-PL,PL,SG,PL
russian,45,1,Выписки из программ во время затянувшегося заседания была сделана,PL-PL-SG,PL,PL,SG
russian,45,1,Выписки из программ во время затянувшегося заседания были сделаны,PL-PL-PL,PL,PL,PL
russian,46,1,Выход из ситуации для опытного школьного психолога был очевидным,SG-SG-SG,SG,SG,SG
russian,46,1,Выход из ситуации для опытного школьного психолога были очевидными,SG-SG-PL,SG,SG,PL
russian,46,1,Выход из ситуаций для опытного школьного психолога был очевидным,SG-PL-SG,SG,PL,SG
russian,46,1,Выход из ситуаций для опытного школьного психолога были очевидными,SG-PL-PL,SG,PL,PL
russian,46,1,Выходы из ситуации для опытного школьного психолога был очевидным,PL-SG-SG,PL,SG,SG
russian,46,1,Выходы из ситуации для опытного школьного психолога были очевидными,PL-SG-PL,PL,SG,PL
russian,46,1,Выходы из ситуаций для опытного школьного психолога был очевидным,PL-PL-SG,PL,PL,SG
russian,46,1,Выходы из ситуаций для опытного школьного психолога были очевидными,PL-PL-PL,PL,PL,PL
russian,47,1,Доска для афиши к ограде маленького театра была прибита,SG-SG-SG,SG,SG,SG
russian,47,1,Доска для афиши к ограде маленького театра были прибиты,SG-SG-PL,SG,SG,PL
russian,47,1,Доска для афиш к ограде маленького театра была прибита,SG-PL-SG,SG,PL,SG
russian,47,1,Доска для афиш к ограде маленького театра были прибиты,SG-PL-PL,SG,PL,PL
russian,47,1,Доски для афиши к ограде маленького театра была прибита,PL-SG-SG,PL,SG,SG
russian,47,1,Доски для афиши к ограде маленького театра были прибиты,PL-SG-PL,PL,SG,PL
russian,47,1,Доски для афиш к ограде маленького театра была прибита,PL-PL-SG,PL,PL,SG
russian,47,1,Доски для афиш к ограде маленького театра были прибиты,PL-PL-PL,PL,PL,PL
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации была пугающей,SG-SG-SG,SG,SG,SG
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации были пугающими,SG-SG-PL,SG,SG,PL
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации была пугающей,SG-PL-SG,SG,PL,SG
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации были пугающими,SG-PL-PL,SG,PL,PL
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации была пугающей,PL-SG-SG,PL,SG,SG
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации были пугающими,PL-SG-PL,PL,SG,PL
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации была пугающей,PL-PL-SG,PL,PL,SG
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации были пугающими,PL-PL-PL,PL,PL,PL
russian,49,1,Зал для заседания по масштабам небольшого городка был громадным,SG-SG-SG,SG,SG,SG
russian,49,1,Зал для заседания по масштабам небольшого городка были громадными,SG-SG-PL,SG,SG,PL
russian,49,1,Зал для заседаний по масштабам небольшого городка был громадным,SG-PL-SG,SG,PL,SG
russian,49,1,Зал для заседаний по масштабам небольшого городка были громадными,SG-PL-PL,SG,PL,PL
russian,49,1,Залы для заседания по масштабам небольшого городка был громадным,PL-SG-SG,PL,SG,SG
russian,49,1,Залы для заседания по масштабам небольшого городка были громадными,PL-SG-PL,PL,SG,PL
russian,49,1,Залы для заседаний по масштабам небольшого городка был громадным,PL-PL-SG,PL,PL,SG
russian,49,1,Залы для заседаний по масштабам небольшого городка были громадными,PL-PL-PL,PL,PL,PL
russian,50,1,Запчасть для иномарки по меркам современного автовладельца была старой,SG-SG-SG,SG,SG,SG
russian,50,1,Запчасть для иномарки по меркам современного автовладельца были старыми,SG-SG-PL,SG,SG,PL
russian,50,1,Запчасть для иномарок по меркам современного автовладельца была старой,SG-PL-SG,SG,PL,SG
russian,50,1,Запчасть для иномарок по меркам современного автовладельца были старыми,SG-PL-PL,SG,PL,PL
russian,50,1,Запчасти для иномарки по меркам современного автовладельца была старой,PL-SG-SG,PL,SG,SG
russian,50,1,Запчасти для иномарки по меркам современного автовладельца были старыми,PL-SG-PL,PL,SG,PL
russian,50,1,Запчасти для иномарок по меркам современного автовладельца была старой,PL-PL-SG,PL,PL,SG
russian,50,1,Запчасти для иномарок по меркам современного автовладельца были старыми,PL-PL-PL,PL,PL,PL
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку было выписано,SG-SG-SG,SG,SG,SG
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку были выписаны,SG-SG-PL,SG,SG,PL
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку было выписано,SG-PL-SG,SG,PL,SG
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку были выписаны,SG-PL-PL,SG,PL,PL
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку было выписано,PL-SG-SG,PL,SG,SG
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку были выписаны,PL-SG-PL,PL,SG,PL
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку было выписано,PL-PL-SG,PL,PL,SG
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку были выписаны,PL-PL-PL,PL,PL,PL
russian,52,1,Истерика из-за оценки по мнению родителей девочки была бурной,SG-SG-SG,SG,SG,SG
russian,52,1,Истерика из-за оценки по мнению родителей девочки были бурными,SG-SG-PL,SG,SG,PL
russian,52,1,Истерика из-за оценок по мнению родителей девочки была бурной,SG-PL-SG,SG,PL,SG
russian,52,1,Истерика из-за оценок по мнению родителей девочки были бурными,SG-PL-PL,SG,PL,PL
russian,52,1,Истерики из-за оценки по мнению родителей девочки была бурной,PL-SG-SG,PL,SG,SG
russian,52,1,Истерики из-за оценки по мнению родителей девочки были бурными,PL-SG-PL,PL,SG,PL
russian,52,1,Истерики из-за оценок по мнению родителей девочки была бурной,PL-PL-SG,PL,PL,SG
russian,52,1,Истерики из-за оценок по мнению родителей девочки были бурными,PL-PL-PL,PL,PL,PL
russian,53,1,Камень для ограды с лучшей итальянской каменоломни был завезён,SG-SG-SG,SG,SG,SG
russian,53,1,Камень для ограды с лучшей итальянской каменоломни были завезены,SG-SG-PL,SG,SG,PL
russian,53,1,Камень для оград с лучшей итальянской каменоломни был завезён,SG-PL-SG,SG,PL,SG
russian,53,1,Камень для оград с лучшей итальянской каменоломни были завезены,SG-PL-PL,SG,PL,PL
russian,53,1,Камни для ограды с лучшей итальянской каменоломни был завезён,PL-SG-SG,PL,SG,SG
russian,53,1,Камни для ограды с лучшей итальянской каменоломни были завезены,PL-SG-PL,PL,SG,PL
russian,53,1,Камни для оград с лучшей итальянской каменоломни был завезён,PL-PL-SG,PL,PL,SG
russian,53,1,Камни для оград с лучшей итальянской каменоломни были завезены,PL-PL-PL,PL,PL,PL
russian,54,1,Кирпич для дачи со склада бракованной продукции был привезён,SG-SG-SG,SG,SG,SG
russian,54,1,Кирпич для дачи со склада бракованной продукции были привезены,SG-SG-PL,SG,SG,PL
russian,54,1,Кирпич для дач со склада бракованной продукции был привезён,SG-PL-SG,SG,PL,SG
russian,54,1,Кирпич для дач со склада бракованной продукции были привезены,SG-PL-PL,SG,PL,PL
russian,54,1,Кирпичи для дачи со склада бракованной продукции был привезён,PL-SG-SG,PL,SG,SG
russian,54,1,Кирпичи для дачи со склада бракованной продукции были привезены,PL-SG-PL,PL,SG,PL
russian,54,1,Кирпичи для дач со склада бракованной продукции был привезён,PL-PL-SG,PL,PL,SG
russian,54,1,Кирпичи для дач со склада бракованной продукции были привезены,PL-PL-PL,PL,PL,PL
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха был ржавым,SG-SG-SG,SG,SG,SG
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха были ржавыми,SG-SG-PL,SG,SG,PL
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха был ржавым,SG-PL-SG,SG,PL,SG
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха были ржавыми,SG-PL-PL,SG,PL,PL
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха был ржавым,PL-SG-SG,PL,SG,SG
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха были ржавыми,PL-SG-PL,PL,SG,PL
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха был ржавым,PL-PL-SG,PL,PL,SG
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха были ржавыми,PL-PL-PL,PL,PL,PL
russian,56,1,Комната для вечеринки из-за малого количества мебели была просторной,SG-SG-SG,SG,SG,SG
russian,56,1,Комната для вечеринки из-за малого количества мебели были просторными,SG-SG-PL,SG,SG,PL
russian,56,1,Комната для вечеринок из-за малого количества мебели была просторной,SG-PL-SG,SG,PL,SG
russian,56,1,Комната для вечеринок из-за малого количества мебели были просторными,SG-PL-PL,SG,PL,PL
russian,56,1,Комнаты для вечеринки из-за малого количества мебели была просторной,PL-SG-SG,PL,SG,SG
russian,56,1,Комнаты для вечеринки из-за малого количества мебели были просторными,PL-SG-PL,PL,SG,PL
russian,56,1,Комнаты для вечеринок из-за малого количества мебели была просторной,PL-PL-SG,PL,PL,SG
russian,56,1,Комнаты для вечеринок из-за малого количества мебели были просторными,PL-PL-PL,PL,PL,PL
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков был неисправен,SG-SG-SG,SG,SG,SG
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков были неисправны,SG-SG-PL,SG,SG,PL
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков был неисправен,SG-PL-SG,SG,PL,SG
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков были неисправны,SG-PL-PL,SG,PL,PL
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков был неисправен,PL-SG-SG,PL,SG,SG
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков были неисправны,PL-SG-PL,PL,SG,PL
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков был неисправен,PL-PL-SG,PL,PL,SG
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков были неисправны,PL-PL-PL,PL,PL,PL
russian,58,1,Коробка для краски из-за экологических убеждений производителя была картонной,SG-SG-SG,SG,SG,SG
russian,58,1,Коробка для краски из-за экологических убеждений производителя были картонными,SG-SG-PL,SG,SG,PL
russian,58,1,Коробка для красок из-за экологических убеждений производителя была картонной,SG-PL-SG,SG,PL,SG
russian,58,1,Коробка для красок из-за экологических убеждений производителя были картонными,SG-PL-PL,SG,PL,PL
russian,58,1,Коробки для краски из-за экологических убеждений производителя была картонной,PL-SG-SG,PL,SG,SG
russian,58,1,Коробки для краски из-за экологических убеждений производителя были картонными,PL-SG-PL,PL,SG,PL
russian,58,1,Коробки для красок из-за экологических убеждений производителя была картонной,PL-PL-SG,PL,PL,SG
russian,58,1,Коробки для красок из-за экологических убеждений производителя были картонными,PL-PL-PL,PL,PL,PL
russian,59,1,Лекарство от болезни для отдельных категорий граждан было доступным,SG-SG-SG,SG,SG,SG
russian,59,1,Лекарство от болезни для отдельных категорий граждан были доступными,SG-SG-PL,SG,SG,PL
russian,59,1,Лекарство от болезней для отдельных категорий граждан было доступным,SG-PL-SG,SG,PL,SG
russian,59,1,Лекарство от болезней для отдельных категорий граждан были доступными,SG-PL-PL,SG,PL,PL
russian,59,1,Лекарства от болезни для отдельных категорий граждан было доступным,PL-SG-SG,PL,SG,SG
russian,59,1,Лекарства от болезни для отдельных категорий граждан были доступными,PL-SG-PL,PL,SG,PL
russian,59,1,Лекарства от болезней для отдельных категорий граждан было доступным,PL-PL-SG,PL,PL,SG
russian,59,1,Лекарства от болезней для отдельных категорий граждан были доступными,PL-PL-PL,PL,PL,PL
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами был белым,SG-SG-SG,SG,SG,SG
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами были белыми,SG-SG-PL,SG,SG,PL
russian,60,1,Лимузин для свадеб с яркими розовыми бантами был белым,SG-PL-SG,SG,PL,SG
russian,60,1,Лимузин для свадеб с яркими розовыми бантами были белыми,SG-PL-PL,SG,PL,PL
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами был белым,PL-SG-SG,PL,SG,SG
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами были белыми,PL-SG-PL,PL,SG,PL
russian,60,1,Лимузины для свадеб с яркими розовыми бантами был белым,PL-PL-SG,PL,PL,SG
russian,60,1,Лимузины для свадеб с яркими розовыми бантами были белыми,PL-PL-PL,PL,PL,PL
russian,61,1,Лозунг из листовки с целью привлечения внимания был придуман,SG-SG-SG,SG,SG,SG
russian,61,1,Лозунг из листовки с целью привлечения внимания были придуманы,SG-SG-PL,SG,SG,PL
russian,61,1,Лозунг из листовок с целью привлечения внимания был придуман,SG-PL-SG,SG,PL,SG
russian,61,1,Лозунг из листовок с целью привлечения внимания были придуманы,SG-PL-PL,SG,PL,PL
russian,61,1,Лозунги из листовки с целью привлечения внимания был придуман,PL-SG-SG,PL,SG,SG
russian,61,1,Лозунги из листовки с целью привлечения внимания были придуманы,PL-SG-PL,PL,SG,PL
russian,61,1,Лозунги из листовок с целью привлечения внимания был придуман,PL-PL-SG,PL,PL,SG
russian,61,1,Лозунги из листовок с целью привлечения внимания были придуманы,PL-PL-PL,PL,PL,PL
russian,62,1,Массовка для съёмки из числа местных студентов была набрана,SG-SG-SG,SG,SG,SG
russian,62,1,Массовка для съёмки из числа местных студентов были набраны,SG-SG-PL,SG,SG,PL
russian,62,1,Массовка для съёмок из числа местных студентов была набрана,SG-PL-SG,SG,PL,SG
russian,62,1,Массовка для съёмок из числа местных студентов были набраны,SG-PL-PL,SG,PL,PL
russian,62,1,Массовки для съёмки из числа местных студентов была набрана,PL-SG-SG,PL,SG,SG
russian,62,1,Массовки для съёмки из числа местных студентов были набраны,PL-SG-PL,PL,SG,PL
russian,62,1,Массовки для съёмок из числа местных студентов была набрана,PL-PL-SG,PL,PL,SG
russian,62,1,Массовки для съёмок из числа местных студентов были набраны,PL-PL-PL,PL,PL,PL
russian,63,1,Материал для крыши из-за нарушения режима хранения был бракованным,SG-SG-SG,SG,SG,SG
russian,63,1,Материал для крыши из-за нарушения режима хранения были бракованными,SG-SG-PL,SG,SG,PL
russian,63,1,Материал для крыш из-за нарушения режима хранения был бракованным,SG-PL-SG,SG,PL,SG
russian,63,1,Материал для крыш из-за нарушения режима хранения были бракованными,SG-PL-PL,SG,PL,PL
russian,63,1,Материалы для крыши из-за нарушения режима хранения был бракованным,PL-SG-SG,PL,SG,SG
russian,63,1,Материалы для крыши из-за нарушения режима хранения были бракованными,PL-SG-PL,PL,SG,PL
russian,63,1,Материалы для крыш из-за нарушения режима хранения был бракованным,PL-PL-SG,PL,PL,SG
russian,63,1,Материалы для крыш из-за нарушения режима хранения были бракованными,PL-PL-PL,PL,PL,PL
russian,64,1,Мотор для лодки с учётом пожеланий рыбаков был заказан,SG-SG-SG,SG,SG,SG
russian,64,1,Мотор для лодки с учётом пожеланий рыбаков были заказаны,SG-SG-PL,SG,SG,PL
russian,64,1,Мотор для лодок с учётом пожеланий рыбаков был заказан,SG-PL-SG,SG,PL,SG
russian,64,1,Мотор для лодок с учётом пожеланий рыбаков были заказаны,SG-PL-PL,SG,PL,PL
russian,64,1,Моторы для лодки с учётом пожеланий рыбаков был заказан,PL-SG-SG,PL,SG,SG
russian,64,1,Моторы для лодки с учётом пожеланий рыбаков были заказаны,PL-SG-PL,PL,SG,PL
russian,64,1,Моторы для лодок с учётом пожеланий рыбаков был заказан,PL-PL-SG,PL,PL,SG
russian,64,1,Моторы для лодок с учётом пожеланий рыбаков были заказаны,PL-PL-PL,PL,PL,PL
russian,65,1,Мяч для игры для детских дошкольных учреждений был разработан,SG-SG-SG,SG,SG,SG
russian,65,1,Мяч для игры для детских дошкольных учреждений были разработаны,SG-SG-PL,SG,SG,PL
russian,65,1,Мяч для игр для детских дошкольных учреждений был разработан,SG-PL-SG,SG,PL,SG
russian,65,1,Мяч для игр для детских дошкольных учреждений были разработаны,SG-PL-PL,SG,PL,PL
russian,65,1,Мячи для игры для детских дошкольных учреждений был разработан,PL-SG-SG,PL,SG,SG
russian,65,1,Мячи для игры для детских дошкольных учреждений были разработаны,PL-SG-PL,PL,SG,PL
russian,65,1,Мячи для игр для детских дошкольных учреждений был разработан,PL-PL-SG,PL,PL,SG
russian,65,1,Мячи для игр для детских дошкольных учреждений были разработаны,PL-PL-PL,PL,PL,PL
russian,66,1,Перелом из-за падения из-за преклонного возраста альпиниста был тяжёлым,SG-SG-SG,SG,SG,SG
russian,66,1,Перелом из-за падения из-за преклонного возраста альпиниста были тяжёлыми,SG-SG-PL,SG,SG,PL
russian,66,1,Перелом из-за падений из-за преклонного возраста альпиниста был тяжёлым,SG-PL-SG,SG,PL,SG
russian,66,1,Перелом из-за падений из-за преклонного возраста альпиниста были тяжёлыми,SG-PL-PL,SG,PL,PL
russian,66,1,Переломы из-за падения из-за преклонного возраста альпиниста был тяжёлым,PL-SG-SG,PL,SG,SG
russian,66,1,Переломы из-за падения из-за преклонного возраста альпиниста были тяжёлыми,PL-SG-PL,PL,SG,PL
russian,66,1,Переломы из-за падений из-за преклонного возраста альпиниста был тяжёлым,PL-PL-SG,PL,PL,SG
russian,66,1,Переломы из-за падений из-за преклонного возраста альпиниста были тяжёлыми,PL-PL-PL,PL,PL,PL
russian,67,1,Пристань для яхты из-за высоких штормовых волн была мокрой,SG-SG-SG,SG,SG,SG
russian,67,1,Пристань для яхты из-за высоких штормовых волн были мокрыми,SG-SG-PL,SG,SG,PL
russian,67,1,Пристань для яхт из-за высоких штормовых волн была мокрой,SG-PL-SG,SG,PL,SG
russian,67,1,Пристань для яхт из-за высоких штормовых волн были мокрыми,SG-PL-PL,SG,PL,PL
russian,67,1,Пристани для яхты из-за высоких штормовых волн была мокрой,PL-SG-SG,PL,SG,SG
russian,67,1,Пристани для яхты из-за высоких штормовых волн были мокрыми,PL-SG-PL,PL,SG,PL
russian,67,1,Пристани для яхт из-за высоких штормовых волн была мокрой,PL-PL-SG,PL,PL,SG
russian,67,1,Пристани для яхт из-за высоких штормовых волн были мокрыми,PL-PL-PL,PL,PL,PL
russian,68,1,Пропуск из-за травмы с главным врачом команды был согласован,SG-SG-SG,SG,SG,SG
russian,68,1,Пропуск из-за травмы с главным врачом команды были согласованы,SG-SG-PL,SG,SG,PL
russian,68,1,Пропуск из-за травм с главным врачом команды был согласован,SG-PL-SG,SG,PL,SG
russian,68,1,Пропуск из-за травм с главным врачом команды были согласованы,SG-PL-PL,SG,PL,PL
russian,68,1,Пропуски из-за травмы с главным врачом команды был согласован,PL-SG-SG,PL,SG,SG
russian,68,1,Пропуски из-за травмы с главным врачом команды были согласованы,PL-SG-PL,PL,SG,PL
russian,68,1,Пропуски из-за травм с главным врачом команды был согласован,PL-PL-SG,PL,PL,SG
russian,68,1,Пропуски из-за травм с главным врачом команды были согласованы,PL-PL-PL,PL,PL,PL
russian,69,1,Рассказ об аварии для усиления эмоционального напряжения был приукрашен,SG-SG-SG,SG,SG,SG
